Trans. Date,Post Date,Description,Amount,Category
04/24/2020,04/24/2020,"HY-VEE OLATHE 1463 OLATHE KS",82.11,"Supermarkets"
04/24/2020,04/24/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",80.77,"Supermarkets"
04/24/2020,04/24/2020,"TST* THE MIXX - HAWTHORN OVERLAND PARKKS",5.60,"Restaurants"
04/25/2020,04/25/2020,"PROOZY 402-935-7733 MN",35.95,"Merchandise"
04/26/2020,04/26/2020,"SQ *PHO SAI GON OVERLAND PARKKS0002305843012892978858",16.08,"Restaurants"
04/26/2020,04/26/2020,"WALMART GROCERY 800-966-6546 AR",2.92,"Supermarkets"
04/26/2020,04/26/2020,"WALMART GROCERY 800-966-6546 AR",7.63,"Supermarkets"
04/26/2020,04/26/2020,"WALMART GROCERY 800-966-6546 AR",33.50,"Supermarkets"
04/27/2020,04/27/2020,"AMZN MKTP US*JD3KV4AE3 AMZN.COM/BILLWA3WOHC6OINTF",33.22,"Merchandise"
04/28/2020,04/28/2020,"APPLE.COM/BILL 866-712-7753 CAMSSFVJ3KM0A0",2.99,"Merchandise"
04/28/2020,04/28/2020,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-27.22,"Awards and Rebate Credits"
04/28/2020,04/28/2020,"INTERNET PAYMENT - THANK YOU",-2399.44,"Payments and Credits"
04/28/2020,04/28/2020,"WWW.KOHLS.COM #0873 MIDDLETOWN OH",67.37,"Department Stores"
04/29/2020,04/29/2020,"AMAZON.COM*7Y16P5I13 AMZN.COM/BILLWA5FV0U028HPO",10.94,"Merchandise"
04/29/2020,04/29/2020,"AMZN MKTP US*4G83750U3 AMZN.COM/BILLWA1R2H31R49KF",7.48,"Merchandise"
05/01/2020,05/01/2020,"FRIENDS LIQUOR OVERLAND PARKKS",63.84,"Merchandise"
05/01/2020,05/01/2020,"IPSY GLAM BAG HELP.IPSY.COMCA0099FROF",12.00,"Merchandise"
05/01/2020,05/01/2020,"JOSE PEPPERS OLATHE OLATHE KS",33.12,"Restaurants"
05/02/2020,05/02/2020,"AMZN MKTP US*B28FE4G23 AMZN.COM/BILLWA27DFMY5YLEJ",50.99,"Merchandise"
05/02/2020,05/02/2020,"J CREW 800-562-0258 VA",22.38,"Merchandise"
05/02/2020,05/02/2020,"TARGET.COM * 800-591-3869 MN",5.13,"Merchandise"
05/02/2020,05/02/2020,"TARGET.COM * 800-591-3869 MN",87.68,"Merchandise"
05/03/2020,05/03/2020,"ALDI 46051 OVERLAND PAR KS",92.03,"Supermarkets"
05/03/2020,05/03/2020,"BLINDS.COM #2150 800-505-1905 TX",1223.28,"Home Improvement"
05/03/2020,05/04/2020,"TARGET.COM * 800-591-3869 MN",-13.64,"Payments and Credits"
05/04/2020,05/04/2020,"TARGET.COM * 800-591-3869 MN",13.37,"Merchandise"
05/05/2020,05/05/2020,"AE OUTF ONL00029538919 OTTAWA KS",98.40,"Merchandise"
05/05/2020,05/05/2020,"WALMART.COM 800-966-6546 AR",5.84,"Merchandise"
05/06/2020,05/06/2020,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0TCCICJ",1.99,"Merchandise"
05/06/2020,05/06/2020,"HY-VEE DOTCOM WDM 6002 WDM IA",54.20,"Supermarkets"
05/06/2020,05/06/2020,"KCUC CBO 913-341-7985 KS",113.00,"Medical Services"
05/06/2020,05/06/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",24.64,"Restaurants"
05/06/2020,05/06/2020,"TOP CELLAR SELECT OVERLAND PARKKS",16.19,"Merchandise"
05/06/2020,05/06/2020,"WALMART.COM WALMART.COM AR",32.77,"Merchandise"
05/07/2020,05/07/2020,"ALDI 46051 OVERLAND PAR KS",88.80,"Supermarkets"
05/08/2020,05/08/2020,"LUKAS WINE & SPIRITS - M OVERLAND PARKKS",61.45,"Merchandise"
05/08/2020,05/08/2020,"NOTHING BUNDT CAKES 80 9132390252 KS",63.86,"Merchandise"
05/08/2020,05/08/2020,"ULTA.COM 866-983-8582 IL",41.30,"Merchandise"
05/09/2020,05/09/2020,"AMAZON PRIME*6L3L99Q63 AMZN.COM/BILLWA5NQ3O7PD25U",12.99,"Merchandise"
05/09/2020,05/09/2020,"LOWE'S OF OLATHE, KS OLATHE KS",48.34,"Home Improvement"
05/09/2020,05/09/2020,"LOWE'S OF OLATHE, KS OLATHE KS",117.99,"Home Improvement"
05/09/2020,05/09/2020,"MINIT MART EG 772 OLATHE KS",25.16,"Gasoline"
05/09/2020,05/09/2020,"TARGET.COM * 800-591-3869 MN",18.96,"Merchandise"
05/09/2020,05/09/2020,"TARGET.COM * 800-591-3869 MN",48.33,"Merchandise"
05/10/2020,05/10/2020,"LOWE'S OF OLATHE, KS OLATHE KS",43.92,"Home Improvement"
05/11/2020,05/11/2020,"ETSY.COM BROOKLYN NY",38.86,"Merchandise"
05/11/2020,05/11/2020,"FRIENDS LIQUOR OVERLAND PARKKS",45.45,"Merchandise"
05/11/2020,05/11/2020,"INTERNET PAYMENT - THANK YOU",-2020.94,"Payments and Credits"
05/11/2020,05/19/2020,"BLUE VALLEY RECREATION OVERLAND PARKKS",-110.00,"Payments and Credits"
05/12/2020,05/12/2020,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",40.95,"Merchandise"
05/12/2020,05/12/2020,"CHEWY.COM 800-672-4399 FLPMT-201305515",68.21,"Merchandise"
05/13/2020,05/13/2020,"BLUE VALLEY SCHOOLS 913-2394016 KS",205.00,"Education"
05/13/2020,05/13/2020,"PHOENIX HEALTHCARE CLINI OVERLAND PARKKS",168.41,"Medical Services"
05/13/2020,05/13/2020,"SHAWNEE MISSION PHYS GRP 866-7513326 KS",75.31,"Medical Services"
05/15/2020,05/17/2020,"ANNTAYLOR LOFT.COM #612 800-342-5266 CT",57.38,"Merchandise"
05/16/2020,05/17/2020,"OLD NAVY ON-LINE GROVEPORT OH",57.20,"Merchandise"
05/16/2020,05/17/2020,"TARGET.COM * 800-591-3869 MN",31.31,"Merchandise"
05/17/2020,05/17/2020,"ALDI 46051 OVERLAND PAR KS",84.84,"Supermarkets"
05/17/2020,05/17/2020,"TARGET.COM * 800-591-3869 MN",0.07,"Merchandise"
05/17/2020,05/17/2020,"TARGET.COM * 800-591-3869 MN",19.44,"Merchandise"
05/17/2020,05/17/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",84.40,"Supermarkets"
05/18/2020,05/18/2020,"STAR FUEL CENTERS 443 OVERLAND PARKKS",27.34,"Gasoline"
05/19/2020,05/19/2020,"AMAZON.COM*M74I32Z80 AMZN.COM/BILLWA3OXV7OQBM0A",75.00,"Merchandise"
05/19/2020,05/19/2020,"DAIRY QUEEN #11581 OLATHE KS",9.72,"Restaurants"
05/20/2020,05/20/2020,"TARGET.COM * 800-591-3869 MN",5.08,"Merchandise"
05/20/2020,05/20/2020,"TARGET.COM * 800-591-3869 MN",21.07,"Merchandise"
05/21/2020,05/21/2020,"ALDI 46051 OVERLAND PAR KS",50.98,"Supermarkets"
05/21/2020,05/21/2020,"OLD NAVY ON-LINE GROVEPORT OH",27.10,"Merchandise"
05/22/2020,05/22/2020,"JOSE PEPPERS OLATHE OLATHE KS",31.58,"Restaurants"
05/22/2020,05/22/2020,"TARGET.COM * 800-591-3869 MN",9.74,"Merchandise"
05/23/2020,05/23/2020,"AMAZON.COM*M70L06BV1 AMZN.COM/BILLWAWQIXOHQTNTG",9.18,"Merchandise"
05/23/2020,05/23/2020,"MADEWELL.COM 866-544-1937 NY",7.72,"Merchandise"
05/23/2020,05/23/2020,"ULTA.COM 866-983-8582 IL",49.77,"Merchandise"
05/23/2020,05/24/2020,"TARGET.COM * 800-591-3869 MN",-17.29,"Payments and Credits"
05/24/2020,05/24/2020,"ALDI 46051 OVERLAND PAR KS",94.70,"Supermarkets"
05/24/2020,05/24/2020,"AMAZON.COM*M78I841T2 AMZN.COM/BILLWA2E3BBG9BWXS",5.46,"Merchandise"
05/24/2020,05/24/2020,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-45.50,"Awards and Rebate Credits"
05/24/2020,05/24/2020,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",7.64,"Merchandise"
05/24/2020,05/24/2020,"INTERNET PAYMENT - THANK YOU",-1629.04,"Payments and Credits"
05/25/2020,05/25/2020,"ENA*FRIGIDAIRE 800-599-7569 NC53482220",54.69,"Merchandise"
05/25/2020,05/25/2020,"FRIENDS LIQUOR OVERLAND PARKKS",33.64,"Merchandise"
05/25/2020,05/25/2020,"HY-VEE OLATHE 1463 OLATHE KS",53.73,"Supermarkets"
05/25/2020,05/25/2020,"OLD NAVY ON-LINE GROVEPORT OH",24.08,"Merchandise"
05/25/2020,05/25/2020,"PRIMARY.COM 844-495-5675 NY",44.00,"Merchandise"
05/25/2020,05/25/2020,"SONIC DRIVE IN #3317 STANLEY KS",2.60,"Restaurants"
05/25/2020,05/25/2020,"TARGET.COM * 800-591-3869 MN",5.21,"Merchandise"
05/25/2020,05/25/2020,"TARGET.COM * 800-591-3869 MN",46.60,"Merchandise"
05/26/2020,05/26/2020,"AMAZON.COM*M70IL3D80 AMZN.COM/BILLWA7FJDJ8LPNO0",28.89,"Merchandise"
05/26/2020,05/26/2020,"AMAZON.COM*M79HG4911 AMZN.COM/BILLWA7B5C4AL6ZDE",6.56,"Merchandise"
05/26/2020,05/26/2020,"AMZN MKTP US*M769J26D0 AMZN.COM/BILLWA2QBI5L3H43K",17.84,"Merchandise"
05/26/2020,05/26/2020,"APPLE.COM/BILL 111-111-1111 CA",2.99,"Merchandise"
05/26/2020,05/26/2020,"OLD NAVY ON-LINE GROVEPORT OH",16.42,"Merchandise"
05/26/2020,05/26/2020,"SQ *JESSIE OLATHE KS0001152921509227314809",200.00,"Services"
05/28/2020,05/28/2020,"MCDONALD'S F19725 OLATHE KS",8.74,"Restaurants"
05/28/2020,05/28/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",20.46,"Restaurants"
05/28/2020,05/28/2020,"STARBUCKS STORE 13646 OVERLAND PARKKS715263",3.98,"Restaurants"
05/29/2020,05/29/2020,"AMAZON.COM*M77KY2UB0 AMZN.COM/BILLWA55NJB5GS4UQ",15.32,"Merchandise"
05/29/2020,05/29/2020,"AMAZON.COM*M79WD3672 AMZN.COM/BILLWA6VNOZO151F2",14.03,"Merchandise"
05/29/2020,05/29/2020,"METCALF DISCOUNT LIQUOR2 OLATHE KS",71.78,"Merchandise"
05/29/2020,05/29/2020,"TARGET.COM * 800-591-3869 MN",56.34,"Merchandise"
05/30/2020,05/30/2020,"CASEYS OLATHE OLATHE KS",27.60,"Gasoline"
05/30/2020,05/30/2020,"FRIENDS LIQUOR OVERLAND PARKKS",7.03,"Merchandise"
05/30/2020,05/30/2020,"J CREW 800-562-0258 VA",21.90,"Merchandise"
05/30/2020,05/30/2020,"TARGET.COM * 800-591-3869 MN",10.00,"Merchandise"
05/31/2020,05/31/2020,"ALDI 46051 OVERLAND PAR KS",120.73,"Supermarkets"
05/31/2020,05/31/2020,"CASEYS OLATHE OLATHE KS",29.69,"Gasoline"
05/31/2020,05/31/2020,"SONIC DRIVE IN #3469 OLATHE KS",1.47,"Restaurants"
05/31/2020,05/31/2020,"SONIC DRIVE IN #4429 9138140874 KS",0.81,"Restaurants"
06/01/2020,06/01/2020,"BILLIE, INC. 888-820-7422 NY",9.86,"Services"
06/01/2020,06/01/2020,"FIVE GUYS KS 1008 QSR OVERLAND PARKKS",8.83,"Restaurants"
06/01/2020,06/01/2020,"IPSY GLAM BAG HELP.IPSY.COMCA10034GKQ",12.00,"Merchandise"
06/02/2020,06/02/2020,"AMAZON WEB SERVICES AWS.AMAZON.COWA7B6OZ74UEVL",7.95,"Services"
06/03/2020,06/03/2020,"AMAZON.COM*MY52H7PI1 AMZN.COM/BILLWA1K2HVUOTUX7",12.36,"Merchandise"
06/03/2020,06/03/2020,"AMAZON.COM*MY9ZK94K2 AMZN.COM/BILLWA4MWOZQ7M85T",70.67,"Merchandise"
06/03/2020,06/03/2020,"LOFT 1458 LEAWOOD TOWN C LEAWOOD KS",21.66,"Merchandise"
06/03/2020,06/03/2020,"WORLDMARKET.COM 877-967-5362 PA",27.30,"Merchandise"
06/03/2020,06/05/2020,"A EAGLE OUT00006460041 LEAWOOD KS",-98.40,"Payments and Credits"
06/03/2020,06/05/2020,"J. CREW RETAIL #755 LEAWOOD KS",-39.81,"Payments and Credits"
06/04/2020,06/04/2020,"ALDI 46051 OVERLAND PAR KS",47.24,"Supermarkets"
06/04/2020,06/04/2020,"AMAZON.COM*MY6KW7ZW2 AMZN.COM/BILLWA4LSU01NK2BW",19.71,"Merchandise"
06/04/2020,06/04/2020,"AMZN MKTP US*MY7PA7EE0 AMZN.COM/BILLWA694P9LTG4NA",1.63,"Merchandise"
06/04/2020,06/04/2020,"HY-VEE OLATHE 1463 OLATHE KS",8.75,"Supermarkets"
06/04/2020,06/04/2020,"OLD NAVY ON-LINE GROVEPORT OH",16.37,"Merchandise"
06/04/2020,06/04/2020,"OLD NAVY US 5765 OVERLAND PARKKS00409R",58.22,"Merchandise"
06/04/2020,06/07/2020,"KOHL'S #0232 OVERLAND PARKKS",-27.11,"Payments and Credits"
06/04/2020,06/07/2020,"OLD NAVY ON-LINE 800-OLDNAVY OH",-16.42,"Payments and Credits"
06/05/2020,06/05/2020,"CASEYS OLATHE OLATHE KS",28.19,"Gasoline"
06/05/2020,06/05/2020,"FRS TAC LLC 800-748-4949 NERC40810939",53.46,"Travel/ Entertainment"
06/05/2020,06/05/2020,"JACK STACK BBQ MC KANSAS CITY MO",34.44,"Restaurants"
06/06/2020,06/06/2020,"AMAZON WEB SERVICES AWS.AMAZON.COWA2MHT5PMK0SP",17.00,"Services"
06/06/2020,06/06/2020,"FRIENDS LIQUOR OVERLAND PARKKS",41.10,"Merchandise"
06/06/2020,06/06/2020,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0TK8MEB",1.99,"Services"
06/06/2020,06/06/2020,"HONDA OF OLATHE OLATHE KS",98.90,"Automotive"
06/06/2020,06/06/2020,"INTERNET PAYMENT - THANK YOU",-1277.47,"Payments and Credits"
06/06/2020,06/06/2020,"JACKSON COUNTY P AND R 816-5034800 MO",200.00,"Government Services"
06/06/2020,06/06/2020,"PAPA MURPHY'S KS008 OVERLAND PARKKS",24.00,"Restaurants"
06/06/2020,06/06/2020,"SONIC DRIVE IN #4429 OVERLAND PARKKS",2.39,"Restaurants"
06/06/2020,06/06/2020,"STARBUCKS 800-782-7282 WA81397353MB0HFFWO",15.00,"Restaurants"
06/06/2020,06/06/2020,"TARGET.COM * 800-591-3869 MN",5.80,"Merchandise"
06/07/2020,06/07/2020,"AMZN MKTP US*MY2VE6MH0 AMZN.COM/BILLWA5IOYRBKEA4A",24.95,"Merchandise"
06/07/2020,06/07/2020,"GO CARWASH KS100 OVERLAND PARKKS",21.81,"Automotive"
06/07/2020,06/07/2020,"TARGET OLATHE KS",20.01,"Supermarkets"
06/07/2020,06/07/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",103.32,"Supermarkets"
06/08/2020,06/08/2020,"WALGREENS #6112 OLATHE KS",11.91,"Merchandise"
06/09/2020,06/09/2020,"AMAZON PRIME*MY7FT79J1 AMZN.COM/BILLWA555S6YU9O5R",12.99,"Merchandise"
06/09/2020,06/09/2020,"EYESEEME 314-349-1122 MO",19.99,"Merchandise"
06/09/2020,06/09/2020,"STARBUCKS CARD EGIFT 877-850-1977 ME42219088NB25KPW3",10.00,"Services"
06/09/2020,06/09/2020,"TARGET.COM * 800-591-3869 MN",20.16,"Merchandise"
06/09/2020,06/11/2020,"DSW. 866-379-7463 OHDSW.",-39.40,"Payments and Credits"
06/09/2020,06/11/2020,"OLD NAVY ON-LINE 800-OLDNAVY OH",-16.42,"Payments and Credits"
06/09/2020,06/11/2020,"OLD NAVY ON-LINE 800-OLDNAVY OH",-16.42,"Payments and Credits"
06/09/2020,06/11/2020,"OLD NAVY US 5765 OVERLAND PARKKS000006",-16.91,"Payments and Credits"
06/10/2020,06/10/2020,"DSW. 866-379-7463 OHDSW.",49.80,"Merchandise"
06/10/2020,06/10/2020,"FRIENDS LIQUOR OVERLAND PARKKS",55.19,"Merchandise"
06/10/2020,06/10/2020,"GOODWILL 220 OF W MISSOU OVERLAND PARKKS",20.00,"Merchandise"
06/10/2020,06/10/2020,"TARGET.COM * 800-591-3869 MN",21.65,"Merchandise"
06/10/2020,06/11/2020,"TARGET.COM * 800-591-3869 MN",-5.80,"Payments and Credits"
06/11/2020,06/11/2020,"ALDI 46051 OVERLAND PAR KSCASHOVER $ 20.00 PURCHASES $ 109.10",129.10,"Supermarkets"
06/12/2020,06/12/2020,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",40.95,"Merchandise"
06/12/2020,06/12/2020,"TARGET OVERLAND PARKKS",54.53,"Supermarkets"
06/13/2020,06/13/2020,"CHEWY.COM 800-672-4399 FLPMT-8TCAVIGF1Q",68.55,"Merchandise"
06/13/2020,06/13/2020,"ETSY.COM BROOKLYN NY",9.50,"Merchandise"
06/13/2020,06/13/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",55.89,"Supermarkets"
06/13/2020,06/13/2020,"WALMART GROCERY 800-966-6546 AR",39.84,"Supermarkets"
06/14/2020,06/14/2020,"CASEYS OLATHE OLATHE KS",27.13,"Gasoline"
06/14/2020,06/14/2020,"FRIENDS LIQUOR OVERLAND PARKKS",9.73,"Merchandise"
06/15/2020,06/15/2020,"AMZN MKTP US*MS5DQ0FY0 AMZN.COM/BILLWA7JLYQNJZ0DI",24.07,"Merchandise"
06/15/2020,06/15/2020,"SONIC DRIVE IN #3317 9136853600 KS",7.09,"Restaurants"
06/15/2020,06/15/2020,"SONICDRIVEINSTORE.COM 877-828-7868 OK",5.00,"Restaurants"
06/15/2020,06/17/2020,"BURGERFI-LEAWOOD LEAWOOD KS",4.92,"Restaurants"
06/15/2020,06/17/2020,"BURGERFI-LEAWOOD LEAWOOD KS",33.86,"Restaurants"
06/15/2020,06/17/2020,"CHIPOTLE 3164 OLATHE KS",7.83,"Restaurants"
06/16/2020,06/17/2020,"AMZN MKTP US*MY7VZ1Y72 AMZN.COM/BILLWAD7L6J69UY8T",14.98,"Merchandise"
06/16/2020,06/17/2020,"PIZZA SHUTTLE - OVERLAND OVERLAND PARKKS",25.00,"Restaurants"
06/17/2020,06/17/2020,"CASEYS OLATHE OLATHE KS",35.49,"Gasoline"
06/17/2020,06/17/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",10.73,"Restaurants"
06/17/2020,06/17/2020,"TARGET OLATHE KS",16.41,"Supermarkets"
06/17/2020,06/18/2020,"TARGET OVERLAND PARKKS",-16.37,"Payments and Credits"
06/18/2020,06/18/2020,"ALDI 46051 OVERLAND PAR KS",114.77,"Supermarkets"
06/18/2020,06/18/2020,"HOT BASIL THAI CUISINE OVERLAND PARKKS",14.95,"Restaurants"
06/18/2020,06/18/2020,"LOWES.COM 800-445-6937 NC",162.56,"Home Improvement"
06/19/2020,06/19/2020,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-33.26,"Awards and Rebate Credits"
06/19/2020,06/19/2020,"HOMEDEPOT.COM 800-430-3376 GA",209.10,"Home Improvement"
06/19/2020,06/19/2020,"INTERNET PAYMENT - THANK YOU",-1430.86,"Payments and Credits"
06/19/2020,06/19/2020,"LOWE'S OF OLATHE, KS OLATHE KS",43.72,"Home Improvement"
06/19/2020,06/19/2020,"METCALF DISCOUNT LIQUOR2 OLATHE KS",27.52,"Merchandise"
06/19/2020,06/19/2020,"METCALF DISCOUNT LIQUOR2 OLATHE KS",29.15,"Merchandise"
06/19/2020,06/19/2020,"SHERWIN WILLIAMS 707530 OLATHE KS",71.48,"Home Improvement"
06/19/2020,06/19/2020,"WAL-MART SC - #0577 OLATHE KS",16.39,"Merchandise"
06/19/2020,06/19/2020,"WAL-MART SC - #0577 OLATHE KS",31.82,"Merchandise"
06/20/2020,06/20/2020,"MEYER MUSIC CO OVERLAND PARKKS",81.99,"Merchandise"
06/20/2020,06/20/2020,"SHERWIN WILLIAMS 723959 OLATHE KS",81.76,"Home Improvement"
06/20/2020,06/20/2020,"SHERWIN WILLIAMS 723959 OLATHE KS",87.76,"Home Improvement"
06/22/2020,06/22/2020,"INTUIT *TURBOTAX 800-446-8848 CAIGS 110616983442",236.37,"Merchandise"
06/22/2020,06/22/2020,"WALGREENS #9424 OVERLAND PARKKS",23.98,"Merchandise"
06/23/2020,06/23/2020,"ALDI 46051 OVERLAND PAR KS",74.55,"Supermarkets"
06/23/2020,06/23/2020,"ERIKS BIKE SHOP OVERLAND PARKKS",403.66,"Merchandise"
06/24/2020,06/24/2020,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",7.64,"Merchandise"
06/24/2020,06/24/2020,"HOMEDEPOT.COM 858-831-2000 GA",64.59,"Home Improvement"
06/24/2020,06/24/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",12.73,"Restaurants"
06/24/2020,06/24/2020,"SHERWIN WILLIAMS 723959 OLATHE KS",12.00,"Home Improvement"
06/25/2020,06/25/2020,"AMZN MKTP US*MS64W38C2 AMZN.COM/BILLWA1F0BVXR56VF",14.99,"Merchandise"
06/25/2020,06/25/2020,"MALONEYS SPORTSBAR& GRIL OVERLAND PARKKS",19.82,"Restaurants"
06/26/2020,06/26/2020,"APPLE.COM/BILL 866-712-7753 CAMSSGB90JD3A0",2.99,"Merchandise"
06/26/2020,06/26/2020,"HY-VEE OLATHE 1463 OLATHE KS",41.53,"Supermarkets"
06/26/2020,06/26/2020,"JACKSON COUNTY P AND R 816-5034800 MO",4.26,"Government Services"
06/27/2020,06/27/2020,"ABSOLUTE BEAUTY 106 OLATHE KS",103.30,"Merchandise"
06/27/2020,06/27/2020,"AMAZON.COM*MS1ZL32L2 AMZN.COM/BILLWA6PFX4BDWLX6",36.75,"Merchandise"
06/27/2020,06/27/2020,"MICRO CENTER #191 RETAIL OVERLAND PARKKS",132.10,"Merchandise"
06/28/2020,06/28/2020,"ALDI 46051 OVERLAND PAR KS",102.96,"Supermarkets"
06/28/2020,06/28/2020,"CASEYS OLATHE OLATHE KS",28.96,"Gasoline"
06/29/2020,06/29/2020,"CHEESECAKE OVERLAND PARK OVERLAND PARKKS",22.44,"Restaurants"
06/29/2020,06/29/2020,"HARRYS 888-212-6855 888-212-6855 NY",21.00,"Merchandise"
06/30/2020,06/30/2020,"AMERICAN GUNNER 720-619-8238 CO",29.95,"Merchandise"
06/30/2020,06/30/2020,"AMZN MKTP US*MS2BN5YG2 AMZN.COM/BILLWA70H73DKJOR1",6.99,"Merchandise"
06/30/2020,06/30/2020,"SQ *MANNA MEADOWS ALPA GOSQ.COM KS0001152921509300811211",20.00,"Supermarkets"
06/30/2020,06/30/2020,"TARGET.COM * 800-591-3869 MN",27.60,"Merchandise"
07/01/2020,07/01/2020,"IPSY GLAM BAG HELP.IPSY.COMCA10064OFA",12.00,"Merchandise"
07/01/2020,07/01/2020,"TARGET OLATHE KS",71.10,"Supermarkets"
07/02/2020,07/02/2020,"ALDI 46051 OVERLAND PAR KS",96.83,"Supermarkets"
07/02/2020,07/02/2020,"AMAZON.COM*MJ6P20OI2 AMZN.COM/BILLWA727D22O18BB",9.84,"Merchandise"
07/02/2020,07/02/2020,"DOLLAR TREE OVERLAND PARKKS",8.00,"Merchandise"
07/02/2020,07/02/2020,"FRIENDS LIQUOR OVERLAND PARKKS",74.77,"Merchandise"
07/02/2020,07/02/2020,"SQ *THE BERRY PATCH CLEVELAND MO0002305843013018661485",6.31,"Supermarkets"
07/02/2020,07/02/2020,"STARBUCKS 800-782-7282 WA814324818C2ZAPWJ",15.00,"Restaurants"
07/03/2020,07/03/2020,"AMAZON WEB SERVICES AWS.AMAZON.COWA7740KBXQ79Y",10.75,"Services"
07/03/2020,07/03/2020,"FIREWORK MANIA 1 SPRING HILL KS",106.23,"Merchandise"
07/04/2020,07/04/2020,"HOBBY-LOBBY #0020 OVERLAND PARKKS",25.69,"Merchandise"
07/04/2020,07/04/2020,"HOMEGOODS #0771 OVERLAND PARKKS",6.62,"Merchandise"
07/04/2020,07/04/2020,"HOMEGOODS #0771 OVERLAND PARKKS",200.11,"Merchandise"
07/04/2020,07/04/2020,"HY-VEE OLATHE 1463 OLATHE KS",16.39,"Supermarkets"
07/05/2020,07/05/2020,"FRIENDS LIQUOR OVERLAND PARKKS",9.73,"Merchandise"
07/05/2020,07/05/2020,"FRS TAC LLC 800-748-4949 NERC41527117",53.46,"Travel/ Entertainment"
07/05/2020,07/05/2020,"OLD NAVY US 5765 OVERLAND PARKKS00592R",26.16,"Merchandise"
07/05/2020,07/05/2020,"SOMA 239-274-4018 FL",51.38,"Merchandise"
07/05/2020,07/05/2020,"SONICDRIVEINSTORE.COM 877-828-7868 OK",1.71,"Restaurants"
07/05/2020,07/05/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",102.12,"Supermarkets"
07/06/2020,07/06/2020,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0UFUDZL",1.99,"Merchandise"
07/06/2020,07/06/2020,"HOBBY-LOBBY #0075 OLATHE KS",14.82,"Merchandise"
07/06/2020,07/06/2020,"K MACHOS MEXICAN REST #2 OVERLAND PARKKS",35.01,"Restaurants"
07/06/2020,07/06/2020,"MARSHALLS #0609 OLATHE KS",96.06,"Merchandise"
07/06/2020,07/08/2020,"MARSHALLS #0609 OLATHE KS",-28.73,"Payments and Credits"
07/07/2020,07/07/2020,"GOV*KS DMV 800-268-9153 KSGOV*KS DMV",201.52,"Government Services"
07/07/2020,07/07/2020,"GOV*KS DMV 800-268-9153 KSGOV*KS DMV",476.88,"Government Services"
07/07/2020,07/07/2020,"J CREW 800-562-0258 VA",39.41,"Merchandise"
07/08/2020,07/08/2020,"ACT*OLATHE PARKS REC 913-9718600 KSTQTIJECW78029018",20.00,"Government Services"
07/08/2020,07/08/2020,"TARGET.COM * 800-591-3869 MN",43.98,"Merchandise"
07/09/2020,07/09/2020,"AMAZON PRIME*MJ2VB37E1 AMZN.COM/BILLWA5KJAWU3FPHN",12.99,"Merchandise"
07/09/2020,07/09/2020,"KCUC CBO 913-341-7985 KS",137.00,"Medical Services"
07/09/2020,07/09/2020,"SONICDRIVEINSTORE.COM 877-828-7868 OK",9.13,"Restaurants"
07/10/2020,07/10/2020,"ATHLETA ONLINE GROVEPORT OH",13.68,"Merchandise"
07/10/2020,07/10/2020,"ATHLETA ONLINE GROVEPORT OH",113.84,"Merchandise"
07/10/2020,07/10/2020,"ATHLETA ONLINE GROVEPORT OH",383.11,"Merchandise"
07/10/2020,07/10/2020,"OLATHE DCJ RAM 913-780-3700 KS",1367.40,"Automotive"
07/10/2020,07/10/2020,"PAPA MURPHY'S KS008 OLO 913-897-0008 KS",36.00,"Restaurants"
07/10/2020,07/12/2020,"SQ *MANNA MEADOWS ALPA GOSQ.COM KS0001152921509300811211",-20.00,"Payments and Credits"
07/12/2020,07/12/2020,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",40.95,"Merchandise"
07/12/2020,07/12/2020,"CASEYS OLATHE OLATHE KS",37.91,"Gasoline"
07/12/2020,07/12/2020,"TAPTHRU ONLINE ORDER 913-605-6581 KS",51.06,"Restaurants"
07/13/2020,07/13/2020,"HOBBY-LOBBY #0075 OLATHE KS",36.93,"Merchandise"
07/13/2020,07/13/2020,"INSTACART*ALDI 8882467822 CA",75.45,"Supermarkets"
07/13/2020,07/13/2020,"NORDSTROM DIRECT #0808 CEDAR RAPIDS IA",64.04,"Department Stores"
07/14/2020,07/14/2020,"LULULEMONCOM* 877-263-9300 CA88942691PC1NBK6B",76.23,"Merchandise"
